ott_id,customer_id,service_name,start_date,end_date
22518,1294,SonyLIV,2025-04-21,2026-04-21
22519,1213,Zee5,2026-02-15,2027-02-15
22520,1312,Amazon Prime,2025-01-24,2026-01-24
22521,2772,Netflix,2024-11-14,2025-11-14
22522,1937,Zee5,2025-10-11,2026-10-11
22523,2788,JioCinema,2026-03-08,2027-03-08
22524,2326,SonyLIV,2026-02-13,2027-02-13
22525,1469,SonyLIV,2025-11-01,2026-11-01
22526,1906,Apple TV+,2026-05-25,2027-05-25
22527,2297,Disney+ Hotstar,2026-07-14,2027-07-14
22528,2457,Zee5,2025-02-20,2026-02-20
22529,2071,Apple TV+,2025-06-20,2026-06-20
22530,1049,Zee5,2025-05-18,2026-05-18
22531,1855,Disney+ Hotstar,2025-07-28,2026-07-28
22532,1604,Zee5,2026-06-02,2027-06-02
22533,2182,Netflix,2025-08-25,2026-08-25
22534,2762,Amazon Prime,2024-12-29,2025-12-29
22535,2531,Netflix,2024-10-26,2025-10-26
22536,2516,Netflix,2025-08-28,2026-08-28
22537,2368,SonyLIV,2026-06-23,2027-06-23
22538,2234,Zee5,2025-12-30,2026-12-30
22539,2738,Zee5,2025-12-24,2026-12-24
22540,2056,SonyLIV,2025-06-11,2026-06-11
22541,2041,Disney+ Hotstar,2026-06-02,2027-06-02
22542,1396,Amazon Prime,2025-01-25,2026-01-25
22543,2550,JioCinema,2025-03-23,2026-03-23
22544,1163,JioCinema,2024-12-30,2025-12-30
22545,2400,Disney+ Hotstar,2026-06-11,2027-06-11
22546,1009,Zee5,2024-09-25,2025-09-25
22547,2507,SonyLIV,2026-01-19,2027-01-19
22548,2459,SonyLIV,2025-01-02,2026-01-02
22549,2001,Zee5,2025-10-11,2026-10-11
22550,1104,Zee5,2025-01-26,2026-01-26
22551,1881,Netflix,2026-01-09,2027-01-09
22552,1057,Zee5,2026-01-08,2027-01-08
22553,1421,JioCinema,2025-12-15,2026-12-15
22554,1032,JioCinema,2025-05-06,2026-05-06
22555,1420,SonyLIV,2024-10-23,2025-10-23
22556,1828,Netflix,2025-08-08,2026-08-08
22557,1012,Apple TV+,2025-03-05,2026-03-05
22558,2379,Netflix,2025-10-12,2026-10-12
22559,2241,Disney+ Hotstar,2025-06-02,2026-06-02
22560,1460,SonyLIV,2026-04-16,2027-04-16
22561,2354,SonyLIV,2026-02-06,2027-02-06
22562,2649,Amazon Prime,2024-11-25,2025-11-25
22563,2096,Netflix,2026-07-25,2027-07-25
22564,2262,SonyLIV,2024-09-15,2025-09-15
22565,2599,Disney+ Hotstar,2026-04-15,2027-04-15
22566,1699,Amazon Prime,2025-05-22,2026-05-22
22567,2323,Amazon Prime,2024-11-20,2025-11-20
22568,1443,Zee5,2024-11-19,2025-11-19
22569,1621,Netflix,2025-06-16,2026-06-16
22570,1211,Zee5,2024-10-21,2025-10-21
22571,1915,Disney+ Hotstar,2025-03-27,2026-03-27
22572,2237,SonyLIV,2025-02-16,2026-02-16
22573,1609,Netflix,2025-02-19,2026-02-19
22574,1035,JioCinema,2026-05-31,2027-05-31
22575,1909,JioCinema,2026-04-29,2027-04-29
22576,2037,SonyLIV,2025-07-12,2026-07-12
