kyc_id,customer_id,kyc_type,status,last_updated
14589,1531,Aadhaar,Complete,2025-06-04
14590,1086,Aadhaar,Complete,2025-11-23
14591,2290,Aadhaar,Complete,2025-12-06
14592,1737,Aadhaar,Complete,2026-04-01
14593,2516,Aadhaar,Complete,2026-02-04
14594,1805,Aadhaar,Pending,2026-08-08
14595,2572,Aadhaar,Complete,2025-03-14
14596,2642,Driving License,Complete,2026-04-23
14597,2742,Voter ID,Complete,2025-06-12
14598,1110,Aadhaar,Complete,2025-11-16
14599,1464,Passport,Complete,2026-04-17
14600,2610,Voter ID,Expired,2025-08-30
14601,1521,Aadhaar,Complete,2026-06-07
14602,2623,Voter ID,Complete,2025-02-19
14603,2111,Aadhaar,Complete,2024-09-26
14604,2730,Aadhaar,Pending,2026-03-30
14605,2260,Aadhaar,Complete,2024-11-03
14606,2103,Aadhaar,Pending,2025-04-21
14607,1990,Aadhaar,Complete,2025-01-24
14608,2184,Aadhaar,Complete,2025-06-25
14609,1685,Voter ID,Pending,2025-10-26
14610,2592,Aadhaar,Complete,2025-05-16
14611,2227,Aadhaar,Expired,2025-02-14
14612,1400,Aadhaar,Expired,2025-09-24
14613,1959,Aadhaar,Complete,2025-12-24
14614,2509,Aadhaar,Complete,2025-08-05
14615,1456,Aadhaar,Expired,2026-04-25
14616,1149,Aadhaar,Complete,2026-01-18
14617,2112,Aadhaar,Complete,2026-05-25
14618,2192,Aadhaar,Complete,2026-04-09
14619,2182,Aadhaar,Complete,2025-06-17
14620,2538,Aadhaar,Complete,2024-10-12
14621,1995,Aadhaar,Complete,2024-10-08
14622,1744,Aadhaar,Complete,2024-12-26
14623,1073,Aadhaar,Complete,2025-07-15
14624,1664,Aadhaar,Complete,2026-06-22
14625,2492,Aadhaar,Complete,2024-10-17
14626,1674,Aadhaar,Complete,2024-09-14
14627,2200,Aadhaar,Complete,2025-05-03
14628,1849,Aadhaar,Complete,2025-03-15
14629,2483,Aadhaar,Complete,2025-09-18
14630,2091,Aadhaar,Complete,2026-04-14
14631,2252,Aadhaar,Complete,2025-11-10
14632,2553,Aadhaar,Complete,2024-08-22
14633,2077,Aadhaar,Complete,2025-11-06
14634,1818,Aadhaar,Pending,2026-05-29
14635,1064,Passport,Pending,2024-10-25
14636,2576,Aadhaar,Complete,2025-02-24
14637,1564,Aadhaar,Complete,2026-03-03
14638,2355,Aadhaar,Complete,2025-02-15
14639,2320,Aadhaar,Complete,2024-12-30
14640,1545,Aadhaar,Complete,2024-11-21
14641,1196,Aadhaar,Complete,2025-12-02
14642,2606,Aadhaar,Expired,2025-11-22
14643,1264,Aadhaar,Complete,2026-01-09
14644,1039,Aadhaar,Complete,2026-04-21
14645,1680,Aadhaar,Complete,2024-10-20
14646,1828,Aadhaar,Complete,2024-08-24
14647,1278,Aadhaar,Complete,2025-11-10
14648,2673,Aadhaar,Complete,2024-12-19
14649,2374,Aadhaar,Complete,2024-10-08
14650,1514,Aadhaar,Pending,2025-02-18
14651,1883,Aadhaar,Complete,2026-02-20
14652,2162,Aadhaar,Complete,2026-03-20
14653,1156,Aadhaar,Expired,2025-07-05
14654,1420,Aadhaar,Expired,2024-10-02
14655,2099,Aadhaar,Pending,2025-01-29
14656,2124,Passport,Complete,2025-10-17
14657,2540,Aadhaar,Complete,2024-11-18
14658,1258,Aadhaar,Complete,2025-08-11
14659,1363,Aadhaar,Complete,2024-12-10
14660,2205,Passport,Complete,2025-07-03
14661,1617,Aadhaar,Complete,2026-05-15
14662,1193,Aadhaar,Complete,2026-02-02
14663,1696,Driving License,Complete,2024-10-24
14664,1408,Aadhaar,Complete,2026-02-15
14665,2682,Aadhaar,Complete,2026-08-07
14666,2386,Driving License,Pending,2026-07-12
14667,2269,Aadhaar,Complete,2024-11-29
14668,2770,Voter ID,Complete,2024-09-28
14669,2447,Aadhaar,Complete,2026-02-06
14670,1915,Aadhaar,Complete,2024-08-29
14671,2193,Aadhaar,Complete,2026-03-15
14672,1708,Aadhaar,Complete,2026-04-12
14673,1336,Aadhaar,Complete,2025-11-24
14674,1992,Driving License,Complete,2026-03-11
14675,1417,Aadhaar,Complete,2026-06-20
14676,2765,Passport,Complete,2024-12-05
14677,1433,Aadhaar,Complete,2025-06-15
14678,1122,Aadhaar,Complete,2025-01-13
14679,1325,Passport,Complete,2024-09-03
14680,2206,Aadhaar,Complete,2025-06-24
14681,1615,Aadhaar,Complete,2024-12-22
14682,1297,Aadhaar,Complete,2025-04-02
14683,2023,Aadhaar,Complete,2025-06-21
14684,1212,Aadhaar,Complete,2025-09-17
14685,2568,Aadhaar,Complete,2024-12-09
14686,2593,Aadhaar,Complete,2025-06-20
14687,1796,Aadhaar,Complete,2025-09-09
14688,1586,Aadhaar,Complete,2025-02-21
14689,1159,Aadhaar,Complete,2024-08-10
14690,1471,Aadhaar,Complete,2025-03-30
14691,2474,Aadhaar,Complete,2024-08-13
14692,2771,Aadhaar,Complete,2026-04-07
14693,1349,Passport,Complete,2024-09-28
14694,1061,Aadhaar,Complete,2025-11-26
14695,1013,Aadhaar,Pending,2025-10-14
14696,2490,Aadhaar,Complete,2025-05-10
14697,1581,Aadhaar,Complete,2026-07-31
14698,1485,Aadhaar,Complete,2024-10-25
14699,1951,Aadhaar,Complete,2024-12-11
14700,2428,Aadhaar,Complete,2025-05-18
14701,1314,Aadhaar,Complete,2025-01-25
14702,2784,Aadhaar,Complete,2025-02-09
14703,2265,Aadhaar,Complete,2025-09-03
14704,1554,Aadhaar,Complete,2025-04-24
14705,2135,Aadhaar,Complete,2026-01-18
14706,1730,Aadhaar,Complete,2025-09-23
14707,1168,Aadhaar,Pending,2025-04-27
14708,1127,Aadhaar,Complete,2024-12-25
14709,1675,Aadhaar,Complete,2024-11-27
14710,1208,Aadhaar,Complete,2026-02-15
14711,2423,Aadhaar,Complete,2024-10-13
14712,1738,Aadhaar,Complete,2025-08-22
14713,1707,Aadhaar,Expired,2025-05-23
14714,1622,Aadhaar,Complete,2024-11-16
14715,2791,Aadhaar,Complete,2026-07-20
14716,2421,Aadhaar,Complete,2025-11-17
14717,2455,Aadhaar,Complete,2025-11-09
14718,1439,Aadhaar,Complete,2026-04-05
14719,2250,Aadhaar,Pending,2024-11-11
14720,2011,Aadhaar,Pending,2026-01-09
14721,1179,Aadhaar,Expired,2025-05-23
14722,1365,Aadhaar,Pending,2024-08-10
14723,1800,Passport,Complete,2024-08-12
14724,2247,Aadhaar,Complete,2026-06-09
14725,1852,Aadhaar,Complete,2025-08-27
14726,1614,Aadhaar,Complete,2026-07-18
14727,2607,Aadhaar,Complete,2026-07-01
14728,1071,Driving License,Complete,2026-08-01
14729,2330,Aadhaar,Pending,2025-06-18
14730,1746,Voter ID,Complete,2025-08-31
14731,1773,Driving License,Complete,2026-07-04
14732,2478,Aadhaar,Pending,2025-07-07
14733,2796,Aadhaar,Complete,2025-06-07
14734,2095,Aadhaar,Complete,2026-07-02
14735,2300,Aadhaar,Complete,2025-10-13
14736,1885,Aadhaar,Complete,2025-06-09
14737,1117,Aadhaar,Complete,2025-06-05
14738,2156,Aadhaar,Complete,2024-12-18
14739,1007,Aadhaar,Complete,2025-05-29
14740,1845,Voter ID,Complete,2024-11-05
14741,2787,Aadhaar,Pending,2025-05-20
14742,1757,Aadhaar,Complete,2025-02-03
14743,2116,Aadhaar,Complete,2025-07-15
14744,1247,Aadhaar,Complete,2024-11-11
14745,2383,Aadhaar,Complete,2025-02-02
14746,1867,Aadhaar,Complete,2026-04-08
14747,2484,Aadhaar,Complete,2025-03-18
14748,2178,Aadhaar,Complete,2025-07-07
14749,1290,Aadhaar,Complete,2026-06-28
14750,2503,Aadhaar,Pending,2025-08-03
14751,2207,Voter ID,Complete,2026-05-06
14752,1555,Aadhaar,Complete,2026-02-04
14753,1362,Aadhaar,Complete,2026-01-21
14754,1937,Aadhaar,Expired,2025-01-15
14755,2102,Aadhaar,Complete,2026-06-09
14756,1445,Aadhaar,Pending,2025-05-11
14757,2032,Aadhaar,Complete,2025-04-07
14758,1198,Aadhaar,Complete,2026-07-10
14759,2564,Aadhaar,Complete,2024-09-29
14760,2683,Aadhaar,Complete,2025-12-28
14761,2419,Aadhaar,Complete,2025-09-05
14762,2555,Aadhaar,Complete,2026-02-11
14763,2163,Aadhaar,Complete,2026-06-13
14764,1441,Aadhaar,Complete,2025-08-23
14765,1255,Aadhaar,Complete,2024-12-11
14766,2654,Aadhaar,Complete,2025-04-17
14767,1602,Aadhaar,Complete,2024-08-30
14768,2621,Aadhaar,Complete,2025-11-07
14769,2528,Aadhaar,Complete,2025-02-02
14770,1625,Passport,Complete,2025-09-13
14771,1770,Aadhaar,Complete,2025-05-25
14772,1972,Aadhaar,Complete,2025-10-27
14773,1673,Aadhaar,Complete,2025-12-03
14774,1872,Aadhaar,Complete,2024-10-20
14775,1510,Aadhaar,Pending,2025-04-05
14776,1019,Aadhaar,Complete,2025-01-09
14777,2351,Aadhaar,Complete,2025-05-24
14778,2016,Driving License,Complete,2026-04-08
14779,1962,Aadhaar,Complete,2025-06-03
14780,1273,Aadhaar,Pending,2026-06-04
14781,1579,Aadhaar,Complete,2025-11-23
14782,2515,Aadhaar,Complete,2026-01-16
14783,2738,Aadhaar,Pending,2025-09-15
14784,1520,Aadhaar,Complete,2024-12-20
14785,2789,Aadhaar,Complete,2025-03-11
14786,1234,Aadhaar,Complete,2024-08-12
14787,2504,Aadhaar,Expired,2026-05-22
14788,1854,Aadhaar,Complete,2025-06-11
14789,2230,Aadhaar,Complete,2026-05-11
14790,2689,Aadhaar,Complete,2024-12-25
14791,2117,Aadhaar,Complete,2026-06-19
14792,1907,Driving License,Pending,2025-05-02
14793,1743,Aadhaar,Pending,2025-01-05
14794,1466,Aadhaar,Complete,2025-05-20
14795,2264,Aadhaar,Complete,2025-01-29
14796,1823,Aadhaar,Complete,2025-01-12
14797,2056,Aadhaar,Complete,2025-11-21
14798,1050,Aadhaar,Complete,2025-12-23
14799,1305,Aadhaar,Complete,2025-12-18
14800,2350,Aadhaar,Complete,2024-12-18
14801,1650,Aadhaar,Complete,2026-01-08
14802,1891,Aadhaar,Complete,2025-11-13
14803,2326,Aadhaar,Complete,2026-01-19
14804,1530,Aadhaar,Complete,2025-11-02
14805,2088,Aadhaar,Complete,2024-10-28
14806,2767,Aadhaar,Complete,2025-06-27
14807,2399,Aadhaar,Complete,2025-10-02
14808,1232,Aadhaar,Complete,2025-01-08
14809,1651,Aadhaar,Complete,2025-05-14
14810,1077,Aadhaar,Complete,2025-02-06
14811,1322,Aadhaar,Pending,2025-01-18
14812,1190,Aadhaar,Complete,2024-10-03
14813,2577,Aadhaar,Complete,2026-07-09
14814,2062,Aadhaar,Complete,2026-04-03
14815,1949,Aadhaar,Complete,2026-03-02
14816,1546,Aadhaar,Complete,2024-12-24
14817,1103,Aadhaar,Pending,2025-09-01
14818,1678,Aadhaar,Complete,2026-03-08
14819,1384,Aadhaar,Complete,2024-10-20
14820,2027,Aadhaar,Complete,2026-02-19
14821,1465,Aadhaar,Complete,2025-01-02
14822,2633,Passport,Complete,2026-08-05
14823,2601,Aadhaar,Complete,2026-03-29
14824,1381,Aadhaar,Complete,2025-05-28
14825,1975,Aadhaar,Complete,2026-05-31
14826,1994,Passport,Complete,2026-01-28
14827,2635,Aadhaar,Complete,2024-11-07
14828,1220,Aadhaar,Complete,2025-10-31
14829,2708,Passport,Complete,2025-05-22
14830,1721,Aadhaar,Expired,2026-07-23
14831,2543,Aadhaar,Complete,2025-09-06
14832,1667,Aadhaar,Complete,2025-09-17
14833,2641,Aadhaar,Complete,2025-01-10
14834,2617,Aadhaar,Complete,2026-01-15
14835,1887,Aadhaar,Complete,2025-12-14
14836,2422,Aadhaar,Complete,2026-05-30
14837,1636,Aadhaar,Expired,2024-10-09
14838,2661,Aadhaar,Complete,2026-03-18
14839,1116,Aadhaar,Complete,2025-06-14
14840,2366,Voter ID,Complete,2025-12-25
14841,2648,Aadhaar,Expired,2026-04-26
14842,2549,Aadhaar,Complete,2025-03-23
14843,2279,Aadhaar,Complete,2024-12-02
14844,1160,Aadhaar,Complete,2025-06-19
14845,1228,Aadhaar,Pending,2026-05-24
14846,2639,Aadhaar,Complete,2026-08-02
14847,2070,Aadhaar,Pending,2024-12-25
14848,1999,Aadhaar,Complete,2026-07-02
14849,1639,Aadhaar,Complete,2025-07-09
14850,1686,Aadhaar,Complete,2025-05-01
14851,1279,Aadhaar,Complete,2026-05-19
14852,2239,Aadhaar,Complete,2026-03-21
14853,1268,Aadhaar,Complete,2025-07-22
14854,1230,Passport,Complete,2024-09-17
14855,1802,Aadhaar,Complete,2025-03-06
14856,2296,Aadhaar,Complete,2024-10-14
14857,1925,Aadhaar,Complete,2025-03-17
14858,2636,Aadhaar,Complete,2026-02-06
14859,2161,Aadhaar,Complete,2024-11-27
14860,1195,Aadhaar,Complete,2025-05-24
14861,2042,Aadhaar,Complete,2026-05-13
14862,1462,Aadhaar,Complete,2025-01-20
14863,2457,Aadhaar,Expired,2024-11-18
14864,1704,Voter ID,Complete,2025-12-05
14865,2691,Aadhaar,Complete,2025-04-12
14866,2213,Aadhaar,Complete,2024-08-11
14867,2332,Aadhaar,Complete,2024-11-27
14868,2781,Aadhaar,Complete,2026-04-27
14869,1637,Aadhaar,Complete,2024-09-05
14870,2052,Aadhaar,Expired,2026-07-16
