vas_id,customer_id,service_name,start_date,end_date
25475,1301,Missed Call Alert Pro,2025-03-25,2026-03-25
25476,2332,International SMS Pack,2025-06-14,2026-06-14
25477,1230,Caller Tune,2025-11-18,2026-11-18
25478,1689,Caller Tune,2025-01-16,2026-01-16
25479,1310,Call Waiting Plus,2026-08-06,2027-08-06
25480,1051,Call Waiting Plus,2025-12-26,2026-12-26
25481,2314,Call Waiting Plus,2025-03-12,2026-03-12
25482,1872,Mobile Insurance,2025-06-07,2026-06-07
25483,2335,Missed Call Alert Pro,2025-11-10,2026-11-10
25484,2653,Call Waiting Plus,2024-10-22,2025-10-22
25485,2081,Premium Voicemail,2025-10-22,2026-10-22
25486,1065,Missed Call Alert Pro,2024-09-12,2025-09-12
25487,1854,Caller Tune,2026-02-01,2027-02-01
25488,2064,Data Rollover Add-on,2025-05-06,2026-05-06
25489,1274,Caller Tune,2026-07-10,2027-07-10
25490,1359,Data Rollover Add-on,2025-11-01,2026-11-01
25491,1449,Missed Call Alert Pro,2025-10-23,2026-10-23
25492,2683,Premium Voicemail,2026-01-09,2027-01-09
25493,1252,Mobile Insurance,2025-08-30,2026-08-30
25494,1646,Caller Tune,2026-06-20,2027-06-20
25495,2145,Mobile Insurance,2026-03-25,2027-03-25
25496,1105,Call Waiting Plus,2026-05-15,2027-05-15
25497,1137,Call Waiting Plus,2025-08-29,2026-08-29
25498,1107,Caller Tune,2024-11-30,2025-11-30
25499,2219,Premium Voicemail,2026-05-02,2027-05-02
25500,2650,Caller Tune,2025-07-15,2026-07-15
25501,2050,Premium Voicemail,2025-04-03,2026-04-03
25502,2204,International SMS Pack,2025-03-26,2026-03-26
25503,1586,Caller Tune,2026-01-27,2027-01-27
25504,2383,Premium Voicemail,2024-12-17,2025-12-17
25505,1494,Premium Voicemail,2024-11-25,2025-11-25
25506,1798,Premium Voicemail,2025-06-11,2026-06-11
25507,1095,Call Waiting Plus,2025-07-09,2026-07-09
25508,2229,Missed Call Alert Pro,2024-10-10,2025-10-10
25509,1999,Caller Tune,2025-03-10,2026-03-10
25510,2190,Call Waiting Plus,2024-12-29,2025-12-29
25511,1698,Premium Voicemail,2025-11-18,2026-11-18
25512,2141,International SMS Pack,2025-01-04,2026-01-04
25513,2736,Caller Tune,2024-09-29,2025-09-29
25514,2662,Data Rollover Add-on,2025-11-24,2026-11-24
25515,2391,Call Waiting Plus,2025-04-20,2026-04-20
25516,1647,Premium Voicemail,2026-06-27,2027-06-27
25517,2569,Call Waiting Plus,2025-05-06,2026-05-06
25518,2586,Missed Call Alert Pro,2025-07-06,2026-07-06
25519,1694,Missed Call Alert Pro,2024-10-28,2025-10-28
25520,1861,Caller Tune,2024-09-21,2025-09-21
25521,2765,Premium Voicemail,2024-12-28,2025-12-28
25522,1839,Data Rollover Add-on,2026-06-16,2027-06-16
25523,2803,International SMS Pack,2024-12-25,2025-12-25
25524,1166,Mobile Insurance,2026-07-29,2027-07-29
25525,2348,Data Rollover Add-on,2026-04-03,2027-04-03
25526,1349,Call Waiting Plus,2026-03-02,2027-03-02
25527,2162,Mobile Insurance,2026-04-13,2027-04-13
25528,2746,Caller Tune,2026-08-02,2027-08-02
25529,2400,Caller Tune,2025-05-30,2026-05-30
25530,1928,Caller Tune,2025-03-16,2026-03-16
25531,2150,International SMS Pack,2026-04-22,2027-04-22
25532,1110,Missed Call Alert Pro,2024-10-25,2025-10-25
25533,1802,Mobile Insurance,2025-05-22,2026-05-22
25534,2604,Caller Tune,2024-12-17,2025-12-17
25535,2315,Missed Call Alert Pro,2025-09-21,2026-09-21
25536,2158,Missed Call Alert Pro,2026-02-05,2027-02-05
25537,1171,Missed Call Alert Pro,2025-12-28,2026-12-28
25538,2120,Call Waiting Plus,2025-01-28,2026-01-28
25539,2706,Missed Call Alert Pro,2025-04-24,2026-04-24
25540,1192,Call Waiting Plus,2026-05-26,2027-05-26
25541,2073,Caller Tune,2026-07-01,2027-07-01
25542,1868,Data Rollover Add-on,2025-07-25,2026-07-25
25543,1509,International SMS Pack,2025-05-11,2026-05-11
25544,1376,Premium Voicemail,2025-09-28,2026-09-28
25545,2631,Missed Call Alert Pro,2025-04-12,2026-04-12
25546,1907,Call Waiting Plus,2025-06-18,2026-06-18
25547,1367,International SMS Pack,2026-02-19,2027-02-19
25548,1612,Call Waiting Plus,2025-01-15,2026-01-15
25549,1363,Data Rollover Add-on,2025-02-10,2026-02-10
25550,2374,Data Rollover Add-on,2025-06-14,2026-06-14
25551,2687,Premium Voicemail,2026-02-02,2027-02-02
25552,2175,Caller Tune,2025-10-22,2026-10-22
25553,2167,Call Waiting Plus,2026-07-13,2027-07-13
25554,1225,Call Waiting Plus,2025-08-24,2026-08-24
25555,1941,Call Waiting Plus,2025-09-02,2026-09-02
25556,2694,Premium Voicemail,2026-03-29,2027-03-29
25557,2434,Caller Tune,2026-02-09,2027-02-09
25558,1082,Data Rollover Add-on,2026-04-14,2027-04-14
25559,1793,Data Rollover Add-on,2025-08-16,2026-08-16
25560,1182,Caller Tune,2024-11-30,2025-11-30
