roam_id,customer_id,country,start_date,end_date,voice_minutes,data_mb,sms_count
13439,2392,Malaysia,2026-07-11,2026-07-26,123,179,60
13440,2030,France,2025-09-11,2025-09-27,111,72,32
13441,1118,Japan,2025-09-01,2025-09-15,41,888,93
13442,1908,France,2026-06-03,2026-06-21,39,1236,17
13443,1307,Singapore,2026-06-04,2026-06-10,243,392,57
13444,1511,Malaysia,2025-11-11,2025-11-16,64,1034,0
13445,1813,Japan,2026-07-30,2026-08-04,10,1957,14
13446,2287,United States,2026-04-23,2026-05-07,249,1705,89
13447,1525,Thailand,2025-11-03,2025-11-09,297,781,73
13448,1695,Japan,2025-10-10,2025-10-15,199,543,85
13449,1776,Malaysia,2026-07-18,2026-08-01,68,1618,2
13450,1582,Canada,2025-12-28,2026-01-12,15,695,2
13451,1220,United Arab Emirates,2026-03-16,2026-04-01,1,352,35
13452,2464,Japan,2025-09-17,2025-10-06,263,1714,40
13453,1909,Australia,2025-09-10,2025-09-30,86,785,54
13454,2229,United Kingdom,2026-03-29,2026-04-15,299,1002,13
13455,2093,France,2026-03-06,2026-03-23,39,425,57
13456,1057,United States,2026-02-19,2026-02-26,239,327,59
13457,1435,Qatar,2025-11-14,2025-12-01,128,498,43
13458,1638,United Arab Emirates,2026-08-02,2026-08-05,148,1808,6
13459,1210,Saudi Arabia,2025-10-16,2025-10-25,148,479,49
13460,2349,Qatar,2026-03-28,2026-03-29,261,1287,41
13461,1322,United Arab Emirates,2026-02-24,2026-03-04,83,913,41
13462,1595,Malaysia,2025-12-06,2025-12-18,194,47,45
13463,2334,Singapore,2025-09-11,2025-09-30,244,426,38
13464,2013,United States,2026-02-01,2026-02-17,224,1166,21
13465,2500,United Kingdom,2026-08-04,2026-08-23,265,151,51
13466,2156,Malaysia,2025-09-09,2025-09-19,292,1141,15
13467,2465,Canada,2025-09-20,2025-09-28,254,899,63
13468,2290,Australia,2026-05-17,2026-05-24,59,1882,67
13469,2184,Qatar,2026-03-30,2026-04-01,42,1347,8
13470,1710,Thailand,2025-12-14,2025-12-22,83,189,57
13471,1372,Saudi Arabia,2026-06-22,2026-06-27,79,1235,84
13472,2346,France,2026-03-01,2026-03-08,152,741,17
13473,1408,Saudi Arabia,2026-06-09,2026-06-19,166,1745,60
13474,1351,France,2026-05-28,2026-06-11,181,740,13
13475,1852,Germany,2025-09-05,2025-09-16,171,753,15
13476,1403,United Arab Emirates,2025-12-09,2025-12-27,79,1295,31
13477,1942,United Arab Emirates,2026-02-14,2026-02-19,130,820,60
13478,2516,Malaysia,2026-05-18,2026-05-25,38,1456,53
13479,1904,Saudi Arabia,2025-11-30,2025-12-15,53,1887,2
13480,1261,United States,2026-03-25,2026-04-02,51,897,98
13481,1151,United Kingdom,2026-04-20,2026-05-04,291,1174,76
13482,2542,France,2026-02-04,2026-02-23,230,185,84
13483,1815,Thailand,2026-05-13,2026-05-21,69,382,85
13484,1149,Singapore,2025-08-13,2025-08-20,89,997,84
13485,2614,Malaysia,2026-02-04,2026-02-19,154,1128,43
13486,1471,Japan,2025-12-22,2026-01-11,111,267,27
13487,1981,Malaysia,2026-02-19,2026-03-11,26,497,55
13488,2258,United States,2026-01-14,2026-01-28,271,153,45
13489,1847,Singapore,2026-08-09,2026-08-27,21,1861,37
13490,1982,Thailand,2026-05-07,2026-05-25,106,472,43
13491,2764,Singapore,2025-12-02,2025-12-12,281,901,7
13492,1632,Qatar,2025-09-30,2025-10-19,198,367,45
13493,2660,Malaysia,2026-01-30,2026-02-12,237,1463,30
13494,1045,United States,2026-02-02,2026-02-15,120,80,98
13495,2208,United Kingdom,2026-06-26,2026-07-10,138,437,15
13496,2587,United States,2025-09-11,2025-09-27,244,477,34
13497,1031,Japan,2026-03-30,2026-04-15,154,729,26
13498,2735,Thailand,2026-05-28,2026-06-10,233,129,48
13499,2149,Japan,2025-12-22,2026-01-01,221,359,64
13500,2029,Japan,2026-01-01,2026-01-14,105,187,83
13501,2380,Singapore,2025-09-04,2025-09-23,176,1480,45
13502,1864,United Arab Emirates,2026-03-31,2026-04-11,10,93,40
13503,1070,France,2025-12-19,2025-12-25,106,732,81
13504,1957,Saudi Arabia,2026-02-06,2026-02-12,296,718,5
13505,1932,Malaysia,2026-01-13,2026-01-29,22,1774,84
13506,1740,France,2025-08-20,2025-09-09,276,722,75
13507,2588,Malaysia,2026-01-21,2026-01-27,294,635,57
13508,2339,United Arab Emirates,2025-09-06,2025-09-11,120,381,69
13509,2547,United Arab Emirates,2026-02-15,2026-02-18,24,1733,15
13510,1688,Malaysia,2025-11-04,2025-11-06,126,796,80
13511,2679,Thailand,2026-03-27,2026-03-28,286,154,56
13512,2311,Germany,2026-05-06,2026-05-18,77,1405,34
13513,2484,United Arab Emirates,2026-03-12,2026-03-20,0,1000,30
13514,2118,Malaysia,2026-05-18,2026-05-27,50,70,80
13515,2251,Thailand,2025-09-03,2025-09-11,208,322,28
13516,2553,Australia,2026-01-09,2026-01-13,206,382,37
13517,1666,United Kingdom,2026-03-15,2026-03-31,247,1156,23
13518,2004,Japan,2026-07-29,2026-08-01,278,1836,63
13519,2725,Singapore,2026-02-20,2026-03-03,265,98,92
13520,1158,Singapore,2026-03-21,2026-03-26,286,1813,16
13521,2765,Australia,2026-03-09,2026-03-11,190,1360,94
13522,1933,Australia,2026-04-01,2026-04-14,46,16,0
13523,2772,Canada,2026-02-06,2026-02-13,206,2,73
13524,1363,Canada,2026-05-13,2026-05-15,234,1752,79
13525,1276,France,2026-05-31,2026-06-07,111,1904,28
13526,1964,Qatar,2026-04-12,2026-04-30,151,529,53
13527,2729,Germany,2026-04-01,2026-04-13,141,1825,97
13528,2127,Australia,2025-09-07,2025-09-23,173,400,53
13529,1943,Japan,2026-07-20,2026-07-25,12,1117,76
13530,1629,United Kingdom,2026-04-18,2026-04-27,116,725,79
13531,2302,United Arab Emirates,2026-07-28,2026-08-01,74,1233,97
13532,1177,United States,2026-01-31,2026-02-15,169,965,69
13533,2072,France,2026-02-17,2026-03-01,53,388,60
13534,2177,United States,2026-06-21,2026-06-27,244,479,50
13535,2264,United Kingdom,2026-06-06,2026-06-26,3,742,6
13536,1267,Singapore,2026-01-01,2026-01-08,144,1728,81
13537,2503,United Arab Emirates,2025-08-31,2025-09-12,168,1219,55
13538,2697,Malaysia,2026-01-28,2026-02-12,201,932,75
13539,1202,United States,2025-12-01,2025-12-10,123,1186,89
13540,2267,Qatar,2026-01-02,2026-01-10,111,1017,69
13541,1425,United Arab Emirates,2026-04-29,2026-05-15,99,1100,13
13542,2134,Australia,2026-01-16,2026-01-28,67,1965,32
13543,2441,Germany,2026-07-08,2026-07-21,46,705,30
13544,2595,Qatar,2025-12-02,2025-12-08,174,212,42
