invoice_id,customer_id,billing_cycle_start,billing_cycle_end,plan_charge,usage_charge,vas_charge,tax_gst,late_fee,total_amount,due_date,payment_status
5754,1341,2026-06-01,2026-06-30,479.00,2.48,0.00,86.67,0.00,568.15,2026-07-15,Unpaid
5755,1341,2026-07-01,2026-07-31,479.00,29.09,99.00,109.28,0.00,716.37,2026-08-15,Paid
5756,1341,2026-08-01,2026-08-31,479.00,32.28,49.00,100.85,0.00,661.13,2026-09-15,Paid
5757,1348,2026-03-01,2026-03-31,699.00,67.06,0.00,137.89,0.00,903.95,2026-04-15,Unpaid
5758,1348,2026-04-01,2026-04-30,699.00,1.68,0.00,126.12,0.00,826.80,2026-05-15,Paid
5759,1348,2026-05-01,2026-05-31,699.00,94.94,0.00,142.91,0.00,936.85,2026-06-15,Paid
5760,1348,2026-06-01,2026-06-30,699.00,73.15,99.00,156.81,0.00,1027.96,2026-07-15,Paid
5761,1348,2026-07-01,2026-07-31,699.00,14.85,19.00,131.91,0.00,864.76,2026-08-15,Paid
5762,1348,2026-08-01,2026-08-31,699.00,76.92,99.00,157.49,0.00,1032.41,2026-09-15,Paid
5763,1351,2026-03-01,2026-03-31,699.00,33.11,29.00,137.00,0.00,898.11,2026-04-15,Paid
5764,1351,2026-04-01,2026-04-30,699.00,69.58,0.00,138.34,0.00,906.92,2026-05-15,Paid
5765,1351,2026-05-01,2026-05-31,699.00,37.08,0.00,132.49,0.00,868.57,2026-06-15,Paid
5766,1351,2026-06-01,2026-06-30,699.00,1.32,29.00,131.28,0.00,860.60,2026-07-15,Paid
5767,1351,2026-07-01,2026-07-31,699.00,86.23,0.00,141.34,0.00,926.57,2026-08-15,Paid
5768,1351,2026-08-01,2026-08-31,699.00,14.56,0.00,128.44,0.00,842.00,2026-09-15,Paid
5769,1352,2026-03-01,2026-03-31,199.00,49.23,0.00,44.68,0.00,292.91,2026-04-15,Unpaid
5770,1352,2026-04-01,2026-04-30,199.00,31.36,99.00,59.28,97.65,486.29,2026-05-15,Overdue
5771,1352,2026-05-01,2026-05-31,199.00,85.31,0.00,51.18,0.00,335.49,2026-06-15,Paid
5772,1352,2026-06-01,2026-06-30,199.00,34.92,0.00,42.11,0.00,276.03,2026-07-15,Paid
5773,1352,2026-07-01,2026-07-31,199.00,59.83,0.00,46.59,0.00,305.42,2026-08-15,Paid
5774,1352,2026-08-01,2026-08-31,199.00,64.78,0.00,47.48,0.00,311.26,2026-09-15,Unpaid
5775,1353,2026-03-01,2026-03-31,949.00,32.17,0.00,176.61,63.61,1221.39,2026-04-15,Overdue
5776,1353,2026-04-01,2026-04-30,949.00,44.97,49.00,187.73,0.00,1230.70,2026-05-15,Paid
5777,1353,2026-05-01,2026-05-31,949.00,41.73,29.00,183.55,0.00,1203.28,2026-06-15,Paid
5778,1353,2026-06-01,2026-06-30,949.00,32.83,0.00,176.73,0.00,1158.56,2026-07-15,Paid
5779,1353,2026-07-01,2026-07-31,949.00,39.28,49.00,186.71,0.00,1223.99,2026-08-15,Unpaid
5780,1353,2026-08-01,2026-08-31,949.00,31.84,99.00,194.37,0.00,1274.21,2026-09-15,Paid
5781,1355,2026-03-01,2026-03-31,499.00,29.70,99.00,112.99,0.00,740.69,2026-04-15,Paid
5782,1355,2026-04-01,2026-04-30,499.00,79.02,29.00,109.26,0.00,716.28,2026-05-15,Paid
5783,1355,2026-05-01,2026-05-31,499.00,14.32,29.00,97.62,0.00,639.94,2026-06-15,Paid
5784,1355,2026-06-01,2026-06-30,499.00,59.17,0.00,100.47,0.00,658.64,2026-07-15,Unpaid
5785,1355,2026-07-01,2026-07-31,499.00,12.44,29.00,97.28,0.00,637.72,2026-08-15,Unpaid
5786,1355,2026-08-01,2026-08-31,499.00,5.29,29.00,95.99,0.00,629.28,2026-09-15,Paid
5787,1356,2026-03-01,2026-03-31,899.00,14.83,0.00,164.49,0.00,1078.32,2026-04-15,Unpaid
5788,1356,2026-04-01,2026-04-30,899.00,57.23,49.00,180.94,0.00,1186.17,2026-05-15,Paid
5789,1356,2026-05-01,2026-05-31,899.00,52.29,49.00,180.05,0.00,1180.34,2026-06-15,Paid
5790,1356,2026-06-01,2026-06-30,899.00,70.54,29.00,179.74,0.00,1178.28,2026-07-15,Paid
5791,1356,2026-07-01,2026-07-31,899.00,74.15,29.00,180.39,0.00,1182.54,2026-08-15,Unpaid
5792,1356,2026-08-01,2026-08-31,899.00,66.31,49.00,182.58,0.00,1196.89,2026-09-15,Unpaid
5793,1358,2026-03-01,2026-03-31,649.00,63.98,0.00,128.34,0.00,841.32,2026-04-15,Unpaid
5794,1358,2026-04-01,2026-04-30,649.00,57.13,0.00,127.10,0.00,833.23,2026-05-15,Paid
5795,1358,2026-05-01,2026-05-31,649.00,31.30,0.00,122.45,0.00,802.75,2026-06-15,Paid
5796,1358,2026-06-01,2026-06-30,649.00,50.26,0.00,125.87,34.58,859.71,2026-07-15,Overdue
5797,1358,2026-07-01,2026-07-31,649.00,40.46,0.00,124.10,0.00,813.56,2026-08-15,Paid
5798,1358,2026-08-01,2026-08-31,649.00,8.32,99.00,136.14,0.00,892.46,2026-09-15,Paid
5799,1363,2026-03-01,2026-03-31,99.00,16.86,49.00,29.67,0.00,194.53,2026-04-15,Paid
5800,1363,2026-04-01,2026-04-30,99.00,54.19,0.00,27.57,0.00,180.76,2026-05-15,Paid
5801,1363,2026-05-01,2026-05-31,99.00,7.91,19.00,22.66,0.00,148.57,2026-06-15,Unpaid
5802,1363,2026-06-01,2026-06-30,99.00,89.70,49.00,42.79,0.00,280.49,2026-07-15,Paid
5803,1363,2026-07-01,2026-07-31,99.00,73.78,0.00,31.10,0.00,203.88,2026-08-15,Paid
5804,1363,2026-08-01,2026-08-31,99.00,17.28,0.00,20.93,0.00,137.21,2026-09-15,Unpaid
5805,1364,2026-03-01,2026-03-31,479.00,83.21,0.00,101.20,0.00,663.41,2026-04-15,Paid
5806,1364,2026-04-01,2026-04-30,479.00,71.65,19.00,102.54,0.00,672.19,2026-05-15,Paid
5807,1364,2026-05-01,2026-05-31,479.00,17.04,99.00,107.11,0.00,702.15,2026-06-15,Paid
5808,1364,2026-06-01,2026-06-30,479.00,78.77,99.00,118.22,0.00,774.99,2026-07-15,Paid
5809,1364,2026-07-01,2026-07-31,479.00,66.96,19.00,101.69,0.00,666.65,2026-08-15,Paid
5810,1364,2026-08-01,2026-08-31,479.00,56.47,0.00,96.38,0.00,631.85,2026-09-15,Paid
5811,1366,2026-03-01,2026-03-31,949.00,21.28,49.00,183.47,52.05,1254.80,2026-04-15,Overdue
5812,1366,2026-04-01,2026-04-30,949.00,62.39,99.00,199.87,0.00,1310.26,2026-05-15,Paid
5813,1366,2026-05-01,2026-05-31,949.00,75.66,29.00,189.66,0.00,1243.32,2026-06-15,Paid
5814,1366,2026-06-01,2026-06-30,949.00,21.07,0.00,174.61,0.00,1144.68,2026-07-15,Paid
5815,1366,2026-07-01,2026-07-31,949.00,44.33,29.00,184.02,0.00,1206.35,2026-08-15,Unpaid
5816,1366,2026-08-01,2026-08-31,949.00,34.45,49.00,185.84,0.00,1218.29,2026-09-15,Unpaid
5817,1369,2026-03-01,2026-03-31,199.00,8.54,29.00,42.58,35.01,314.13,2026-04-15,Overdue
5818,1369,2026-04-01,2026-04-30,199.00,94.75,0.00,52.88,0.00,346.63,2026-05-15,Paid
5819,1369,2026-05-01,2026-05-31,199.00,12.61,0.00,38.09,0.00,249.70,2026-06-15,Paid
5820,1369,2026-06-01,2026-06-30,199.00,98.66,19.00,57.00,0.00,373.66,2026-07-15,Paid
5821,1369,2026-07-01,2026-07-31,199.00,27.38,99.00,58.57,0.00,383.95,2026-08-15,Unpaid
5822,1369,2026-08-01,2026-08-31,199.00,15.25,99.00,56.38,0.00,369.63,2026-09-15,Unpaid
5823,1372,2026-03-01,2026-03-31,479.00,38.21,99.00,110.92,0.00,727.13,2026-04-15,Paid
5824,1372,2026-04-01,2026-04-30,479.00,60.56,0.00,97.12,0.00,636.68,2026-05-15,Paid
5825,1372,2026-05-01,2026-05-31,479.00,69.31,0.00,98.70,0.00,647.01,2026-06-15,Paid
5826,1372,2026-06-01,2026-06-30,479.00,10.52,0.00,88.11,64.66,642.29,2026-07-15,Overdue
5827,1372,2026-07-01,2026-07-31,479.00,7.90,99.00,105.46,0.00,691.36,2026-08-15,Unpaid
5828,1372,2026-08-01,2026-08-31,479.00,95.81,0.00,103.47,0.00,678.28,2026-09-15,Unpaid
5829,1375,2026-03-01,2026-03-31,499.00,28.72,0.00,94.99,0.00,622.71,2026-04-15,Paid
5830,1375,2026-04-01,2026-04-30,499.00,70.09,49.00,111.26,0.00,729.35,2026-05-15,Paid
5831,1375,2026-05-01,2026-05-31,499.00,63.17,0.00,101.19,0.00,663.36,2026-06-15,Paid
5832,1375,2026-06-01,2026-06-30,499.00,11.72,99.00,109.75,0.00,719.47,2026-07-15,Paid
5833,1375,2026-07-01,2026-07-31,499.00,20.41,29.00,98.71,0.00,647.12,2026-08-15,Paid
5834,1375,2026-08-01,2026-08-31,499.00,26.63,19.00,98.03,0.00,642.66,2026-09-15,Unpaid
5835,1378,2026-03-01,2026-03-31,849.00,66.49,29.00,170.01,0.00,1114.50,2026-04-15,Paid
5836,1378,2026-04-01,2026-04-30,849.00,36.40,0.00,159.37,0.00,1044.77,2026-05-15,Paid
5837,1378,2026-05-01,2026-05-31,849.00,58.72,0.00,163.39,37.57,1108.68,2026-06-15,Overdue
5838,1378,2026-06-01,2026-06-30,849.00,79.05,99.00,184.87,0.00,1211.92,2026-07-15,Paid
5839,1378,2026-07-01,2026-07-31,849.00,78.42,0.00,166.94,0.00,1094.36,2026-08-15,Paid
5840,1378,2026-08-01,2026-08-31,849.00,56.97,49.00,171.89,0.00,1126.86,2026-09-15,Unpaid
5841,1379,2026-03-01,2026-03-31,299.00,79.58,19.00,71.56,0.00,469.14,2026-04-15,Paid
5842,1379,2026-04-01,2026-04-30,299.00,43.07,99.00,79.39,0.00,520.46,2026-05-15,Paid
5843,1379,2026-05-01,2026-05-31,299.00,34.02,99.00,77.76,0.00,509.78,2026-06-15,Paid
5844,1379,2026-06-01,2026-06-30,299.00,27.36,0.00,58.74,0.00,385.10,2026-07-15,Paid
5845,1379,2026-07-01,2026-07-31,299.00,78.34,0.00,67.92,0.00,445.26,2026-08-15,Unpaid
5846,1379,2026-08-01,2026-08-31,299.00,12.84,0.00,56.13,0.00,367.97,2026-09-15,Unpaid
5847,1380,2026-03-01,2026-03-31,99.00,65.84,0.00,29.67,0.00,194.51,2026-04-15,Unpaid
5848,1380,2026-04-01,2026-04-30,99.00,71.21,19.00,34.06,0.00,223.27,2026-05-15,Paid
5849,1380,2026-05-01,2026-05-31,99.00,90.06,0.00,34.03,0.00,223.09,2026-06-15,Paid
5850,1380,2026-06-01,2026-06-30,99.00,78.53,19.00,35.38,42.74,274.65,2026-07-15,Overdue
5851,1380,2026-07-01,2026-07-31,99.00,39.43,49.00,33.74,0.00,221.17,2026-08-15,Unpaid
5852,1380,2026-08-01,2026-08-31,99.00,82.17,29.00,37.83,0.00,248.00,2026-09-15,Paid
5853,1381,2026-03-01,2026-03-31,479.00,86.92,0.00,101.87,0.00,667.79,2026-04-15,Paid
5854,1381,2026-04-01,2026-04-30,479.00,34.46,0.00,92.42,0.00,605.88,2026-05-15,Paid
5855,1381,2026-05-01,2026-05-31,479.00,93.41,0.00,103.03,0.00,675.44,2026-06-15,Unpaid
5856,1381,2026-06-01,2026-06-30,479.00,26.92,0.00,91.07,0.00,596.99,2026-07-15,Paid
5857,1381,2026-07-01,2026-07-31,479.00,41.98,99.00,111.60,0.00,731.58,2026-08-15,Unpaid
5858,1381,2026-08-01,2026-08-31,479.00,4.87,0.00,87.10,0.00,570.97,2026-09-15,Unpaid
5859,1383,2026-03-01,2026-03-31,239.00,50.28,29.00,57.29,66.65,442.22,2026-04-15,Overdue
5860,1383,2026-04-01,2026-04-30,239.00,85.88,19.00,61.90,0.00,405.78,2026-05-15,Unpaid
5861,1383,2026-05-01,2026-05-31,239.00,95.62,49.00,69.05,0.00,452.67,2026-06-15,Paid
5862,1383,2026-06-01,2026-06-30,239.00,50.68,49.00,60.96,0.00,399.64,2026-07-15,Paid
5863,1383,2026-07-01,2026-07-31,239.00,64.75,19.00,58.09,0.00,380.84,2026-08-15,Unpaid
5864,1383,2026-08-01,2026-08-31,239.00,31.73,0.00,48.73,0.00,319.46,2026-09-15,Unpaid
5865,1385,2026-03-01,2026-03-31,799.00,80.79,19.00,161.78,0.00,1060.57,2026-04-15,Paid
5866,1385,2026-04-01,2026-04-30,799.00,28.71,99.00,166.81,31.15,1124.67,2026-05-15,Overdue
5867,1385,2026-05-01,2026-05-31,799.00,63.16,29.00,160.41,0.00,1051.57,2026-06-15,Unpaid
5868,1385,2026-06-01,2026-06-30,799.00,73.81,0.00,157.11,0.00,1029.92,2026-07-15,Paid
5869,1385,2026-07-01,2026-07-31,799.00,35.33,0.00,150.18,0.00,984.51,2026-08-15,Unpaid
5870,1385,2026-08-01,2026-08-31,799.00,55.49,99.00,171.63,0.00,1125.12,2026-09-15,Paid
5871,1389,2026-03-01,2026-03-31,179.00,19.02,0.00,35.64,0.00,233.66,2026-04-15,Paid
5872,1389,2026-04-01,2026-04-30,179.00,50.09,0.00,41.24,0.00,270.33,2026-05-15,Paid
5873,1389,2026-05-01,2026-05-31,179.00,87.32,29.00,53.16,0.00,348.48,2026-06-15,Paid
5874,1389,2026-06-01,2026-06-30,179.00,73.57,99.00,63.28,67.70,482.55,2026-07-15,Overdue
5875,1389,2026-07-01,2026-07-31,179.00,18.79,49.00,44.42,0.00,291.21,2026-08-15,Unpaid
5876,1389,2026-08-01,2026-08-31,179.00,68.09,29.00,49.70,0.00,325.79,2026-09-15,Paid
5877,1390,2026-03-01,2026-03-31,239.00,88.90,0.00,59.02,0.00,386.92,2026-04-15,Paid
5878,1390,2026-04-01,2026-04-30,239.00,54.51,0.00,52.83,0.00,346.34,2026-05-15,Paid
5879,1390,2026-05-01,2026-05-31,239.00,32.83,19.00,52.35,0.00,343.18,2026-06-15,Paid
5880,1390,2026-06-01,2026-06-30,239.00,29.39,19.00,51.73,0.00,339.12,2026-07-15,Unpaid
5881,1390,2026-07-01,2026-07-31,239.00,56.67,0.00,53.22,0.00,348.89,2026-08-15,Paid
5882,1390,2026-08-01,2026-08-31,239.00,32.87,49.00,57.76,0.00,378.63,2026-09-15,Unpaid
5883,1394,2026-03-01,2026-03-31,849.00,50.12,49.00,170.66,0.00,1118.78,2026-04-15,Paid
5884,1394,2026-04-01,2026-04-30,849.00,86.73,19.00,171.85,0.00,1126.58,2026-05-15,Paid
5885,1394,2026-05-01,2026-05-31,849.00,84.78,29.00,173.30,0.00,1136.08,2026-06-15,Paid
5886,1394,2026-06-01,2026-06-30,849.00,24.27,0.00,157.19,0.00,1030.46,2026-07-15,Paid
5887,1394,2026-07-01,2026-07-31,849.00,78.78,0.00,167.00,0.00,1094.78,2026-08-15,Paid
5888,1394,2026-08-01,2026-08-31,849.00,14.33,0.00,155.40,0.00,1018.73,2026-09-15,Paid
5889,1405,2026-03-01,2026-03-31,799.00,65.93,0.00,155.69,0.00,1020.62,2026-04-15,Paid
5890,1405,2026-04-01,2026-04-30,799.00,0.85,0.00,143.97,0.00,943.82,2026-05-15,Paid
5891,1405,2026-05-01,2026-05-31,799.00,74.61,29.00,162.47,0.00,1065.08,2026-06-15,Paid
5892,1405,2026-06-01,2026-06-30,799.00,68.02,0.00,156.06,0.00,1023.08,2026-07-15,Paid
5893,1405,2026-07-01,2026-07-31,799.00,29.44,0.00,149.12,0.00,977.56,2026-08-15,Unpaid
5894,1405,2026-08-01,2026-08-31,799.00,21.24,19.00,151.06,0.00,990.30,2026-09-15,Unpaid
5895,1406,2026-03-01,2026-03-31,179.00,78.03,0.00,46.27,0.00,303.30,2026-04-15,Paid
5896,1406,2026-04-01,2026-04-30,179.00,37.58,0.00,38.98,29.65,285.21,2026-05-15,Overdue
5897,1406,2026-05-01,2026-05-31,179.00,14.55,29.00,40.06,0.00,262.61,2026-06-15,Paid
5898,1406,2026-06-01,2026-06-30,179.00,60.20,0.00,43.06,70.55,352.81,2026-07-15,Overdue
5899,1406,2026-07-01,2026-07-31,179.00,80.68,19.00,50.16,0.00,328.84,2026-08-15,Unpaid
5900,1406,2026-08-01,2026-08-31,179.00,27.68,29.00,42.42,0.00,278.10,2026-09-15,Paid
5901,1411,2026-03-01,2026-03-31,849.00,92.59,29.00,174.71,0.00,1145.30,2026-04-15,Paid
5902,1411,2026-04-01,2026-04-30,849.00,15.78,29.00,160.88,0.00,1054.66,2026-05-15,Paid
5903,1411,2026-05-01,2026-05-31,849.00,56.18,49.00,171.75,0.00,1125.93,2026-06-15,Paid
5904,1411,2026-06-01,2026-06-30,849.00,13.97,99.00,173.15,0.00,1135.12,2026-07-15,Paid
5905,1411,2026-07-01,2026-07-31,849.00,79.62,0.00,167.15,0.00,1095.77,2026-08-15,Unpaid
5906,1411,2026-08-01,2026-08-31,849.00,93.14,49.00,178.41,0.00,1169.55,2026-09-15,Paid
5907,1412,2026-03-01,2026-03-31,179.00,47.45,29.00,45.98,0.00,301.43,2026-04-15,Paid
5908,1412,2026-04-01,2026-04-30,179.00,84.57,99.00,65.26,0.00,427.83,2026-05-15,Paid
5909,1412,2026-05-01,2026-05-31,179.00,57.12,0.00,42.50,0.00,278.62,2026-06-15,Paid
5910,1412,2026-06-01,2026-06-30,179.00,59.97,0.00,43.01,0.00,281.98,2026-07-15,Unpaid
5911,1412,2026-07-01,2026-07-31,179.00,95.98,99.00,67.32,0.00,441.30,2026-08-15,Unpaid
5912,1412,2026-08-01,2026-08-31,179.00,45.33,19.00,43.80,0.00,287.13,2026-09-15,Paid
5913,1413,2026-03-01,2026-03-31,649.00,16.25,29.00,124.96,0.00,819.21,2026-04-15,Paid
5914,1413,2026-04-01,2026-04-30,649.00,67.08,49.00,137.71,0.00,902.79,2026-05-15,Unpaid
5915,1413,2026-05-01,2026-05-31,649.00,76.20,0.00,130.54,0.00,855.74,2026-06-15,Paid
5916,1413,2026-06-01,2026-06-30,649.00,10.21,19.00,122.08,0.00,800.29,2026-07-15,Paid
5917,1413,2026-07-01,2026-07-31,649.00,62.19,0.00,128.01,0.00,839.20,2026-08-15,Paid
5918,1413,2026-08-01,2026-08-31,649.00,46.87,49.00,134.08,0.00,878.95,2026-09-15,Paid
5919,1416,2026-03-01,2026-03-31,499.00,65.19,0.00,101.55,0.00,665.74,2026-04-15,Unpaid
5920,1416,2026-04-01,2026-04-30,499.00,24.53,99.00,112.06,0.00,734.59,2026-05-15,Paid
5921,1416,2026-05-01,2026-05-31,499.00,59.88,49.00,109.42,0.00,717.30,2026-06-15,Paid
5922,1416,2026-06-01,2026-06-30,499.00,96.00,0.00,107.10,0.00,702.10,2026-07-15,Paid
5923,1416,2026-07-01,2026-07-31,499.00,49.83,49.00,107.61,0.00,705.44,2026-08-15,Paid
5924,1416,2026-08-01,2026-08-31,499.00,51.77,49.00,107.96,0.00,707.73,2026-09-15,Unpaid
5925,1421,2026-03-01,2026-03-31,149.00,1.48,49.00,35.91,0.00,235.39,2026-04-15,Paid
5926,1421,2026-04-01,2026-04-30,149.00,4.71,19.00,31.09,0.00,203.80,2026-05-15,Paid
5927,1421,2026-05-01,2026-05-31,149.00,27.39,0.00,31.75,0.00,208.14,2026-06-15,Paid
5928,1421,2026-06-01,2026-06-30,149.00,45.67,0.00,35.04,0.00,229.71,2026-07-15,Paid
5929,1421,2026-07-01,2026-07-31,149.00,72.05,49.00,48.61,0.00,318.66,2026-08-15,Paid
5930,1421,2026-08-01,2026-08-31,149.00,76.28,29.00,45.77,0.00,300.05,2026-09-15,Paid
5931,1422,2026-03-01,2026-03-31,849.00,99.92,29.00,176.03,0.00,1153.95,2026-04-15,Paid
5932,1422,2026-04-01,2026-04-30,849.00,10.02,0.00,154.62,0.00,1013.64,2026-05-15,Paid
5933,1422,2026-05-01,2026-05-31,849.00,12.35,49.00,163.86,0.00,1074.21,2026-06-15,Paid
5934,1422,2026-06-01,2026-06-30,849.00,96.66,0.00,170.22,0.00,1115.88,2026-07-15,Paid
5935,1422,2026-07-01,2026-07-31,849.00,86.34,49.00,177.18,0.00,1161.52,2026-08-15,Unpaid
5936,1422,2026-08-01,2026-08-31,849.00,30.75,99.00,176.17,0.00,1154.92,2026-09-15,Paid
5937,1424,2026-03-01,2026-03-31,99.00,38.99,0.00,24.84,0.00,162.83,2026-04-15,Paid
5938,1424,2026-04-01,2026-04-30,99.00,20.76,0.00,21.56,0.00,141.32,2026-05-15,Paid
5939,1424,2026-05-01,2026-05-31,99.00,74.65,0.00,31.26,0.00,204.91,2026-06-15,Unpaid
5940,1424,2026-06-01,2026-06-30,99.00,72.52,99.00,48.69,0.00,319.21,2026-07-15,Paid
5941,1424,2026-07-01,2026-07-31,99.00,49.18,0.00,26.67,0.00,174.85,2026-08-15,Paid
5942,1424,2026-08-01,2026-08-31,99.00,19.09,0.00,21.26,0.00,139.35,2026-09-15,Unpaid
5943,1425,2026-03-01,2026-03-31,179.00,7.21,0.00,33.52,57.13,276.86,2026-04-15,Overdue
5944,1425,2026-04-01,2026-04-30,179.00,92.05,49.00,57.61,0.00,377.66,2026-05-15,Paid
5945,1425,2026-05-01,2026-05-31,179.00,19.43,0.00,35.72,0.00,234.15,2026-06-15,Paid
5946,1425,2026-06-01,2026-06-30,179.00,51.52,99.00,59.31,0.00,388.83,2026-07-15,Paid
5947,1425,2026-07-01,2026-07-31,179.00,73.80,0.00,45.50,0.00,298.30,2026-08-15,Unpaid
5948,1425,2026-08-01,2026-08-31,179.00,99.80,19.00,53.60,0.00,351.40,2026-09-15,Paid
5949,1426,2026-03-01,2026-03-31,699.00,29.38,0.00,131.11,0.00,859.49,2026-04-15,Paid
5950,1426,2026-04-01,2026-04-30,699.00,38.41,99.00,150.55,0.00,986.96,2026-05-15,Paid
5951,1426,2026-05-01,2026-05-31,699.00,7.79,0.00,127.22,42.63,876.64,2026-06-15,Overdue
5952,1426,2026-06-01,2026-06-30,699.00,31.29,0.00,131.45,0.00,861.74,2026-07-15,Paid
5953,1426,2026-07-01,2026-07-31,699.00,81.58,49.00,149.32,0.00,978.90,2026-08-15,Unpaid
5954,1426,2026-08-01,2026-08-31,699.00,23.62,0.00,130.07,0.00,852.69,2026-09-15,Unpaid
5955,1427,2026-03-01,2026-03-31,949.00,7.91,99.00,190.06,0.00,1245.97,2026-04-15,Paid
5956,1427,2026-04-01,2026-04-30,949.00,15.14,0.00,173.55,0.00,1137.69,2026-05-15,Paid
5957,1427,2026-05-01,2026-05-31,949.00,46.16,0.00,179.13,29.08,1203.37,2026-06-15,Overdue
5958,1427,2026-06-01,2026-06-30,949.00,38.34,0.00,177.72,0.00,1165.06,2026-07-15,Unpaid
5959,1427,2026-07-01,2026-07-31,949.00,47.82,99.00,197.25,0.00,1293.07,2026-08-15,Unpaid
5960,1427,2026-08-01,2026-08-31,949.00,28.74,0.00,175.99,0.00,1153.73,2026-09-15,Paid
5961,1428,2026-03-01,2026-03-31,399.00,48.53,0.00,80.56,0.00,528.09,2026-04-15,Unpaid
5962,1428,2026-04-01,2026-04-30,399.00,52.68,49.00,90.12,0.00,590.80,2026-05-15,Paid
5963,1428,2026-05-01,2026-05-31,399.00,56.99,0.00,82.08,0.00,538.07,2026-06-15,Paid
5964,1428,2026-06-01,2026-06-30,399.00,89.53,99.00,105.76,93.51,786.80,2026-07-15,Overdue
5965,1428,2026-07-01,2026-07-31,399.00,72.11,29.00,90.02,0.00,590.13,2026-08-15,Paid
5966,1428,2026-08-01,2026-08-31,399.00,77.06,99.00,103.51,0.00,678.57,2026-09-15,Unpaid
5967,1429,2026-03-01,2026-03-31,179.00,72.07,99.00,63.01,0.00,413.08,2026-04-15,Paid
5968,1429,2026-04-01,2026-04-30,179.00,68.56,19.00,47.98,0.00,314.54,2026-05-15,Unpaid
5969,1429,2026-05-01,2026-05-31,179.00,83.29,0.00,47.21,0.00,309.50,2026-06-15,Unpaid
5970,1429,2026-06-01,2026-06-30,179.00,29.65,0.00,37.56,0.00,246.21,2026-07-15,Paid
5971,1429,2026-07-01,2026-07-31,179.00,48.67,49.00,49.80,0.00,326.47,2026-08-15,Unpaid
5972,1429,2026-08-01,2026-08-31,179.00,59.07,0.00,42.85,0.00,280.92,2026-09-15,Unpaid
5973,1433,2026-03-01,2026-03-31,899.00,14.01,0.00,164.34,48.50,1125.85,2026-04-15,Overdue
5974,1433,2026-04-01,2026-04-30,899.00,43.13,19.00,173.00,0.00,1134.13,2026-05-15,Paid
5975,1433,2026-05-01,2026-05-31,899.00,67.11,0.00,173.90,0.00,1140.01,2026-06-15,Unpaid
5976,1433,2026-06-01,2026-06-30,899.00,40.96,29.00,174.41,0.00,1143.37,2026-07-15,Paid
5977,1433,2026-07-01,2026-07-31,899.00,5.81,0.00,162.87,0.00,1067.68,2026-08-15,Unpaid
5978,1433,2026-08-01,2026-08-31,899.00,46.13,0.00,170.12,0.00,1115.25,2026-09-15,Paid
5979,1435,2026-03-01,2026-03-31,199.00,88.01,29.00,56.88,0.00,372.89,2026-04-15,Paid
5980,1435,2026-04-01,2026-04-30,199.00,89.13,49.00,60.68,91.07,488.88,2026-05-15,Overdue
5981,1435,2026-05-01,2026-05-31,199.00,31.94,0.00,41.57,0.00,272.51,2026-06-15,Paid
5982,1435,2026-06-01,2026-06-30,199.00,48.91,99.00,62.44,92.50,501.85,2026-07-15,Overdue
5983,1435,2026-07-01,2026-07-31,199.00,78.93,99.00,67.85,0.00,444.78,2026-08-15,Paid
5984,1435,2026-08-01,2026-08-31,199.00,34.72,0.00,42.07,0.00,275.79,2026-09-15,Paid
5985,1437,2026-03-01,2026-03-31,399.00,94.35,99.00,106.62,0.00,698.97,2026-04-15,Paid
5986,1437,2026-04-01,2026-04-30,399.00,14.76,0.00,74.48,0.00,488.24,2026-05-15,Paid
5987,1437,2026-05-01,2026-05-31,399.00,20.89,99.00,93.40,0.00,612.29,2026-06-15,Paid
5988,1437,2026-06-01,2026-06-30,399.00,78.86,0.00,86.01,79.55,643.42,2026-07-15,Overdue
5989,1437,2026-07-01,2026-07-31,399.00,22.94,99.00,93.77,0.00,614.71,2026-08-15,Unpaid
5990,1437,2026-08-01,2026-08-31,399.00,46.06,19.00,83.53,0.00,547.59,2026-09-15,Unpaid
5991,1441,2026-03-01,2026-03-31,299.00,37.17,49.00,69.33,0.00,454.50,2026-04-15,Unpaid
5992,1441,2026-04-01,2026-04-30,299.00,27.06,0.00,58.69,0.00,384.75,2026-05-15,Paid
5993,1441,2026-05-01,2026-05-31,299.00,99.81,99.00,89.61,60.84,648.26,2026-06-15,Overdue
5994,1441,2026-06-01,2026-06-30,299.00,7.23,0.00,55.12,69.23,430.58,2026-07-15,Overdue
5995,1441,2026-07-01,2026-07-31,299.00,14.38,0.00,56.41,0.00,369.79,2026-08-15,Paid
5996,1441,2026-08-01,2026-08-31,299.00,31.11,0.00,59.42,0.00,389.53,2026-09-15,Paid
5997,1457,2026-03-01,2026-03-31,199.00,23.08,19.00,43.39,0.00,284.47,2026-04-15,Paid
5998,1457,2026-04-01,2026-04-30,199.00,10.95,49.00,46.61,0.00,305.56,2026-05-15,Paid
5999,1457,2026-05-01,2026-05-31,199.00,10.94,19.00,41.21,0.00,270.15,2026-06-15,Paid
6000,1457,2026-06-01,2026-06-30,199.00,97.08,29.00,58.51,0.00,383.59,2026-07-15,Paid
6001,1457,2026-07-01,2026-07-31,199.00,92.20,0.00,52.42,0.00,343.62,2026-08-15,Paid
6002,1457,2026-08-01,2026-08-31,199.00,38.31,19.00,46.14,0.00,302.45,2026-09-15,Unpaid
