order_id,customer_id,order_type,order_date,status,amount
16377,2215,Device Purchase,2025-08-23 04:00:00,Fulfilled,570.72
16378,2651,Device Purchase,2026-07-09 18:00:00,Fulfilled,804.78
16379,2190,Plan Upgrade Order,2025-08-15 07:00:00,Cancelled,677.71
16380,2112,SIM Replacement,2025-10-16 01:00:00,Fulfilled,230.51
16381,2589,New Connection,2026-05-23 17:00:00,Fulfilled,83.16
16382,1837,New Connection,2026-06-20 00:00:00,Fulfilled,419.23
16383,2168,Plan Upgrade Order,2025-12-24 22:00:00,Fulfilled,629.29
16384,2633,Number Port Order,2026-08-02 23:00:00,Fulfilled,980.50
16385,1273,Device Purchase,2025-09-01 22:00:00,Fulfilled,506.69
16386,1451,Plan Upgrade Order,2025-08-15 01:00:00,Fulfilled,144.14
16387,2443,Device Purchase,2025-09-02 20:00:00,Fulfilled,648.84
16388,2350,Number Port Order,2026-02-07 14:00:00,Cancelled,245.38
16389,2662,Device Purchase,2026-02-28 22:00:00,Pending,942.12
16390,2801,SIM Replacement,2025-09-22 17:00:00,Fulfilled,970.70
16391,2029,Number Port Order,2026-03-27 12:00:00,Fulfilled,842.74
16392,2322,Device Purchase,2026-06-14 12:00:00,Fulfilled,115.65
16393,2408,Number Port Order,2026-06-16 17:00:00,Fulfilled,372.37
16394,2030,Number Port Order,2026-06-15 22:00:00,Fulfilled,286.84
16395,1784,Number Port Order,2025-11-02 02:00:00,Fulfilled,881.81
16396,2649,SIM Replacement,2026-02-22 16:00:00,Fulfilled,572.52
16397,1901,Number Port Order,2026-07-22 10:00:00,Fulfilled,962.57
16398,2711,Plan Upgrade Order,2025-10-20 11:00:00,Pending,341.53
16399,1317,Device Purchase,2026-02-07 05:00:00,Fulfilled,159.43
16400,2598,SIM Replacement,2026-07-23 12:00:00,Pending,305.91
16401,2156,New Connection,2026-02-24 08:00:00,Fulfilled,446.12
16402,1310,Plan Upgrade Order,2025-10-26 01:00:00,Fulfilled,931.69
16403,1394,Plan Upgrade Order,2025-10-27 22:00:00,Fulfilled,869.93
16404,1467,Device Purchase,2025-10-03 21:00:00,Fulfilled,281.94
16405,2164,Number Port Order,2025-10-01 14:00:00,Fulfilled,23.60
16406,1140,Number Port Order,2025-10-18 04:00:00,Fulfilled,723.86
16407,1249,Number Port Order,2025-11-04 08:00:00,Cancelled,715.61
16408,1430,SIM Replacement,2026-02-13 00:00:00,Fulfilled,820.71
16409,2690,Plan Upgrade Order,2025-09-02 12:00:00,Fulfilled,243.28
16410,1595,SIM Replacement,2025-08-09 18:00:00,Cancelled,750.75
16411,1001,Device Purchase,2026-05-28 11:00:00,Fulfilled,249.51
16412,1992,Device Purchase,2026-07-20 14:00:00,Fulfilled,716.13
16413,1568,New Connection,2025-08-26 18:00:00,Fulfilled,162.52
16414,1762,Device Purchase,2025-10-18 10:00:00,Fulfilled,928.89
16415,2487,New Connection,2026-01-29 06:00:00,Fulfilled,48.55
16416,1196,Number Port Order,2025-10-14 13:00:00,Fulfilled,896.81
16417,2668,New Connection,2026-08-06 09:00:00,Fulfilled,9.77
16418,1830,Plan Upgrade Order,2026-01-31 00:00:00,Pending,632.04
16419,1332,SIM Replacement,2026-04-21 09:00:00,Fulfilled,121.39
16420,1541,Plan Upgrade Order,2026-01-27 07:00:00,Fulfilled,674.05
16421,2145,New Connection,2026-02-11 11:00:00,Fulfilled,83.63
16422,1192,New Connection,2026-07-02 22:00:00,Pending,56.63
16423,1019,SIM Replacement,2026-06-30 06:00:00,Fulfilled,121.43
16424,1939,New Connection,2026-03-18 22:00:00,Cancelled,813.81
16425,2725,SIM Replacement,2026-07-12 22:00:00,Fulfilled,123.16
16426,2547,SIM Replacement,2025-11-15 23:00:00,Fulfilled,267.11
16427,2146,Device Purchase,2025-11-24 14:00:00,Fulfilled,994.18
16428,2618,Plan Upgrade Order,2025-10-13 00:00:00,Fulfilled,379.84
16429,2317,Number Port Order,2025-09-09 02:00:00,Fulfilled,241.08
16430,1922,Device Purchase,2025-10-25 00:00:00,Fulfilled,535.55
16431,2304,Number Port Order,2025-09-28 17:00:00,Fulfilled,286.19
16432,1738,SIM Replacement,2026-07-29 20:00:00,Fulfilled,449.15
16433,1661,New Connection,2026-03-12 17:00:00,Fulfilled,711.71
16434,1905,Number Port Order,2026-05-27 04:00:00,Fulfilled,380.24
16435,1799,Number Port Order,2026-06-28 08:00:00,Pending,404.53
16436,1152,SIM Replacement,2026-03-06 01:00:00,Fulfilled,131.86
16437,2298,New Connection,2025-10-22 00:00:00,Pending,399.82
16438,1560,New Connection,2026-06-14 17:00:00,Fulfilled,411.63
16439,2520,New Connection,2025-09-01 09:00:00,Fulfilled,612.96
16440,2782,SIM Replacement,2026-04-15 04:00:00,Fulfilled,427.96
16441,2591,Device Purchase,2025-12-15 07:00:00,Fulfilled,668.28
16442,1914,Device Purchase,2025-09-08 16:00:00,Fulfilled,141.61
16443,2268,SIM Replacement,2026-03-04 21:00:00,Cancelled,966.51
16444,2312,New Connection,2026-02-20 19:00:00,Fulfilled,996.68
16445,1433,New Connection,2026-07-12 21:00:00,Fulfilled,774.57
16446,1550,Device Purchase,2026-05-07 08:00:00,Fulfilled,752.80
16447,2770,Device Purchase,2025-08-10 20:00:00,Fulfilled,69.90
16448,1860,Number Port Order,2025-09-06 19:00:00,Fulfilled,390.41
16449,2631,Plan Upgrade Order,2025-10-19 15:00:00,Fulfilled,845.31
16450,2332,Number Port Order,2026-02-23 14:00:00,Fulfilled,604.20
16451,1326,SIM Replacement,2026-08-06 19:00:00,Fulfilled,300.60
16452,1858,SIM Replacement,2026-05-06 05:00:00,Fulfilled,250.41
16453,2300,SIM Replacement,2026-05-20 20:00:00,Cancelled,570.19
16454,1459,Number Port Order,2025-11-20 16:00:00,Fulfilled,43.36
16455,1583,Number Port Order,2025-08-15 23:00:00,Fulfilled,236.73
16456,1075,SIM Replacement,2026-06-06 08:00:00,Fulfilled,568.65
16457,1909,Number Port Order,2026-06-13 13:00:00,Fulfilled,76.37
16458,2715,Device Purchase,2025-08-24 22:00:00,Pending,117.96
16459,1745,Plan Upgrade Order,2026-04-15 12:00:00,Fulfilled,484.83
16460,1293,Plan Upgrade Order,2026-02-27 20:00:00,Fulfilled,381.82
16461,2267,SIM Replacement,2025-12-26 03:00:00,Fulfilled,626.40
16462,2368,Number Port Order,2026-02-21 22:00:00,Cancelled,376.26
16463,1314,Device Purchase,2025-10-17 23:00:00,Fulfilled,109.20
16464,1769,Number Port Order,2025-09-20 17:00:00,Fulfilled,374.76
16465,1744,SIM Replacement,2025-09-04 10:00:00,Pending,964.20
16466,2074,Number Port Order,2025-09-28 12:00:00,Fulfilled,391.67
16467,1598,Number Port Order,2025-09-26 02:00:00,Fulfilled,973.14
16468,1369,SIM Replacement,2026-02-21 22:00:00,Pending,519.13
16469,2342,New Connection,2026-05-23 12:00:00,Fulfilled,507.18
16470,1024,SIM Replacement,2025-10-04 04:00:00,Fulfilled,246.28
16471,2098,New Connection,2026-07-29 15:00:00,Fulfilled,866.77
16472,2261,Plan Upgrade Order,2025-11-15 14:00:00,Cancelled,512.10
16473,1309,New Connection,2026-05-19 07:00:00,Fulfilled,803.84
16474,1572,Plan Upgrade Order,2026-06-01 09:00:00,Fulfilled,323.39
16475,2119,Number Port Order,2025-09-24 22:00:00,Fulfilled,923.95
16476,1502,Plan Upgrade Order,2025-10-30 14:00:00,Fulfilled,718.56
16477,1214,Plan Upgrade Order,2025-11-18 12:00:00,Pending,550.10
16478,2626,Device Purchase,2026-02-18 07:00:00,Fulfilled,872.67
16479,1172,Device Purchase,2026-04-27 16:00:00,Fulfilled,627.81
16480,2450,Number Port Order,2026-05-03 04:00:00,Fulfilled,49.83
16481,2208,SIM Replacement,2026-01-31 09:00:00,Pending,677.25
16482,2749,Device Purchase,2026-01-03 20:00:00,Fulfilled,231.63
16483,1374,Number Port Order,2026-08-02 12:00:00,Fulfilled,561.21
16484,2264,SIM Replacement,2026-01-07 18:00:00,Fulfilled,918.58
16485,1180,Number Port Order,2026-01-14 04:00:00,Pending,674.40
16486,2106,SIM Replacement,2026-06-12 03:00:00,Pending,220.87
16487,2436,Number Port Order,2026-05-21 03:00:00,Pending,70.89
16488,2678,New Connection,2026-07-03 15:00:00,Cancelled,15.41
16489,1518,Plan Upgrade Order,2026-07-09 14:00:00,Fulfilled,372.44
16490,1223,Number Port Order,2026-06-09 23:00:00,Fulfilled,253.17
16491,2660,Number Port Order,2026-08-08 14:00:00,Fulfilled,651.65
16492,2281,Device Purchase,2026-06-05 23:00:00,Fulfilled,4.67
16493,2001,New Connection,2026-05-04 18:00:00,Fulfilled,111.98
16494,2638,Plan Upgrade Order,2026-04-25 02:00:00,Fulfilled,943.12
16495,2005,Device Purchase,2025-08-25 04:00:00,Fulfilled,551.68
16496,2043,Device Purchase,2026-06-13 05:00:00,Fulfilled,725.71
16497,2159,Plan Upgrade Order,2026-03-31 20:00:00,Cancelled,736.77
16498,1607,Device Purchase,2026-03-23 19:00:00,Pending,943.94
16499,1306,SIM Replacement,2025-09-30 14:00:00,Fulfilled,180.90
16500,1933,SIM Replacement,2026-04-17 15:00:00,Fulfilled,940.51
16501,1555,Device Purchase,2025-10-29 23:00:00,Fulfilled,959.04
16502,1836,Number Port Order,2026-05-23 11:00:00,Fulfilled,238.93
16503,1613,New Connection,2026-02-05 00:00:00,Fulfilled,282.54
16504,2524,SIM Replacement,2025-12-22 07:00:00,Fulfilled,359.20
16505,2655,Plan Upgrade Order,2026-08-01 03:00:00,Fulfilled,167.76
16506,1464,SIM Replacement,2026-07-26 02:00:00,Fulfilled,744.45
16507,1719,Plan Upgrade Order,2026-04-16 21:00:00,Fulfilled,893.76
16508,2140,SIM Replacement,2025-08-17 08:00:00,Fulfilled,22.04
16509,1171,Device Purchase,2026-03-31 13:00:00,Fulfilled,126.06
16510,1906,New Connection,2026-03-02 11:00:00,Fulfilled,642.44
16511,2113,Device Purchase,2026-07-02 01:00:00,Fulfilled,466.58
16512,1821,New Connection,2025-12-23 06:00:00,Fulfilled,23.04
16513,1980,SIM Replacement,2026-05-28 00:00:00,Fulfilled,517.70
16514,1775,Device Purchase,2026-03-11 05:00:00,Pending,732.36
16515,2580,New Connection,2026-01-08 10:00:00,Fulfilled,201.87
16516,2330,SIM Replacement,2026-03-13 18:00:00,Fulfilled,165.79
16517,2160,New Connection,2025-10-05 12:00:00,Fulfilled,218.86
16518,1563,SIM Replacement,2025-08-14 06:00:00,Fulfilled,279.24
16519,1048,Device Purchase,2025-10-22 06:00:00,Fulfilled,660.27
16520,1527,New Connection,2026-05-13 12:00:00,Fulfilled,767.31
16521,1823,Plan Upgrade Order,2026-05-14 18:00:00,Fulfilled,541.93
16522,1570,Device Purchase,2026-05-29 10:00:00,Fulfilled,177.13
16523,2758,Number Port Order,2025-12-16 02:00:00,Fulfilled,292.91
16524,2534,SIM Replacement,2026-03-14 07:00:00,Fulfilled,521.80
16525,1340,SIM Replacement,2026-03-17 05:00:00,Fulfilled,995.99
16526,2214,Device Purchase,2025-12-03 11:00:00,Fulfilled,409.63
16527,1903,SIM Replacement,2026-06-17 04:00:00,Fulfilled,302.90
16528,1866,New Connection,2025-12-18 05:00:00,Fulfilled,301.50
16529,2272,SIM Replacement,2026-04-16 03:00:00,Fulfilled,165.57
16530,2174,Plan Upgrade Order,2026-07-03 14:00:00,Cancelled,214.39
16531,2475,Device Purchase,2025-08-22 15:00:00,Fulfilled,688.34
16532,2698,Plan Upgrade Order,2026-01-08 00:00:00,Fulfilled,358.21
16533,1329,Number Port Order,2025-09-17 21:00:00,Fulfilled,628.77
16534,1312,Device Purchase,2025-12-15 03:00:00,Fulfilled,749.55
16535,2367,Plan Upgrade Order,2026-03-31 12:00:00,Cancelled,89.36
16536,1810,Device Purchase,2025-10-16 23:00:00,Cancelled,844.24
16537,1666,Number Port Order,2025-09-09 16:00:00,Fulfilled,296.69
16538,1853,SIM Replacement,2026-01-24 22:00:00,Cancelled,809.24
16539,1498,Number Port Order,2026-03-29 08:00:00,Pending,928.94
16540,1034,Plan Upgrade Order,2025-12-19 19:00:00,Fulfilled,101.99
16541,2231,New Connection,2025-11-18 13:00:00,Fulfilled,558.10
16542,2101,Number Port Order,2026-07-06 12:00:00,Fulfilled,239.68
16543,2798,Number Port Order,2025-08-08 05:00:00,Fulfilled,58.71
16544,2141,Device Purchase,2026-06-12 07:00:00,Fulfilled,623.98
16545,1389,Number Port Order,2026-07-31 10:00:00,Fulfilled,568.84
16546,1220,SIM Replacement,2026-07-02 18:00:00,Fulfilled,779.05
16547,2067,Device Purchase,2026-04-13 04:00:00,Cancelled,726.19
16548,2797,Device Purchase,2026-05-14 03:00:00,Cancelled,551.67
16549,2235,Device Purchase,2026-06-16 21:00:00,Fulfilled,571.52
16550,1264,SIM Replacement,2025-09-19 09:00:00,Fulfilled,508.52
16551,2220,Device Purchase,2025-10-26 11:00:00,Fulfilled,772.44
16552,2703,Number Port Order,2026-07-20 08:00:00,Fulfilled,560.49
16553,1650,Number Port Order,2026-03-14 17:00:00,Fulfilled,625.85
16554,2194,SIM Replacement,2025-10-17 15:00:00,Fulfilled,51.58
16555,2432,Number Port Order,2026-01-07 02:00:00,Fulfilled,898.32
16556,2036,New Connection,2026-05-31 20:00:00,Fulfilled,417.52
16557,2474,Plan Upgrade Order,2026-03-22 17:00:00,Cancelled,359.91
16558,2066,New Connection,2025-11-08 20:00:00,Fulfilled,814.41
16559,2079,New Connection,2025-08-28 21:00:00,Fulfilled,770.21
16560,2211,New Connection,2026-06-18 20:00:00,Pending,416.75
16561,1300,Number Port Order,2025-12-28 20:00:00,Fulfilled,616.54
16562,1390,New Connection,2026-03-11 15:00:00,Fulfilled,38.33
16563,2435,SIM Replacement,2025-12-05 03:00:00,Fulfilled,845.09
16564,2265,Number Port Order,2026-02-06 10:00:00,Fulfilled,590.26
16565,1501,Plan Upgrade Order,2025-09-22 00:00:00,Fulfilled,65.34
16566,1093,Device Purchase,2025-11-23 17:00:00,Fulfilled,833.04
16567,2778,Plan Upgrade Order,2026-04-01 05:00:00,Fulfilled,633.37
16568,1927,New Connection,2026-02-22 13:00:00,Fulfilled,28.95
16569,1436,Device Purchase,2026-02-10 09:00:00,Fulfilled,270.14
16570,1185,SIM Replacement,2026-03-06 18:00:00,Cancelled,983.80
16571,2207,Number Port Order,2025-08-08 12:00:00,Fulfilled,790.63
16572,1277,New Connection,2026-03-05 10:00:00,Fulfilled,156.93
16573,2694,SIM Replacement,2025-08-29 10:00:00,Fulfilled,688.58
16574,1255,Plan Upgrade Order,2025-11-30 20:00:00,Cancelled,244.30
16575,1351,Plan Upgrade Order,2026-07-22 23:00:00,Fulfilled,695.81
16576,1138,Device Purchase,2025-10-11 05:00:00,Fulfilled,810.40
16577,2472,SIM Replacement,2025-10-07 23:00:00,Cancelled,957.46
16578,2735,Device Purchase,2025-12-10 03:00:00,Fulfilled,371.59
16579,2031,Number Port Order,2026-04-07 11:00:00,Fulfilled,685.70
16580,1865,Plan Upgrade Order,2025-09-06 01:00:00,Fulfilled,762.79
16581,2719,SIM Replacement,2026-03-07 09:00:00,Pending,393.19
16582,2579,Plan Upgrade Order,2026-02-06 06:00:00,Fulfilled,303.38
16583,2244,Plan Upgrade Order,2026-01-22 07:00:00,Fulfilled,56.11
16584,1707,New Connection,2026-03-26 17:00:00,Fulfilled,648.96
16585,1916,New Connection,2025-12-21 08:00:00,Fulfilled,612.23
16586,1234,Number Port Order,2026-05-18 03:00:00,Fulfilled,387.18
16587,1977,Plan Upgrade Order,2026-05-04 23:00:00,Fulfilled,621.68
16588,2076,Device Purchase,2025-12-26 10:00:00,Pending,444.38
16589,1559,Number Port Order,2026-07-24 15:00:00,Fulfilled,978.75
16590,1162,Device Purchase,2026-03-01 16:00:00,Fulfilled,383.77
16591,2574,SIM Replacement,2025-12-05 21:00:00,Pending,365.91
16592,1877,Plan Upgrade Order,2026-05-21 07:00:00,Fulfilled,241.07
16593,1406,Number Port Order,2026-06-10 22:00:00,Fulfilled,672.09
16594,2193,Device Purchase,2026-01-19 20:00:00,Fulfilled,743.57
16595,2513,Number Port Order,2025-10-30 02:00:00,Fulfilled,421.98
16596,2677,Number Port Order,2026-04-12 02:00:00,Fulfilled,412.61
16597,2413,Number Port Order,2026-05-05 12:00:00,Pending,396.47
16598,2620,SIM Replacement,2026-01-18 14:00:00,Fulfilled,661.99
16599,2459,New Connection,2026-04-21 08:00:00,Pending,814.89
16600,1998,Plan Upgrade Order,2026-05-01 05:00:00,Fulfilled,0.89
16601,2365,Plan Upgrade Order,2026-04-27 01:00:00,Fulfilled,357.02
16602,1754,Device Purchase,2026-01-26 22:00:00,Fulfilled,517.55
16603,2155,SIM Replacement,2026-01-08 10:00:00,Fulfilled,576.92
16604,1779,Number Port Order,2025-11-15 14:00:00,Fulfilled,199.92
16605,1294,Plan Upgrade Order,2025-12-03 01:00:00,Fulfilled,315.94
16606,1573,SIM Replacement,2025-09-28 00:00:00,Fulfilled,601.05
16607,2095,SIM Replacement,2025-08-20 21:00:00,Fulfilled,362.93
16608,1958,Number Port Order,2025-08-13 06:00:00,Fulfilled,870.22
16609,1302,Number Port Order,2026-01-22 15:00:00,Cancelled,577.27
16610,2170,Device Purchase,2026-05-30 03:00:00,Fulfilled,416.83
16611,1148,New Connection,2026-02-06 14:00:00,Fulfilled,183.53
16612,1674,Number Port Order,2025-10-07 15:00:00,Fulfilled,262.20
16613,2498,Number Port Order,2025-11-24 08:00:00,Fulfilled,41.80
16614,2306,Number Port Order,2025-08-12 11:00:00,Fulfilled,403.70
16615,2127,New Connection,2026-01-12 21:00:00,Fulfilled,822.16
16616,1107,SIM Replacement,2026-06-25 17:00:00,Fulfilled,804.25
16617,1058,Number Port Order,2026-07-16 00:00:00,Fulfilled,997.71
16618,2538,Plan Upgrade Order,2026-07-28 15:00:00,Fulfilled,649.90
16619,2150,New Connection,2025-09-13 07:00:00,Fulfilled,821.78
16620,2103,Plan Upgrade Order,2026-04-12 21:00:00,Fulfilled,887.11
16621,1528,SIM Replacement,2026-03-21 10:00:00,Fulfilled,288.75
16622,2786,Device Purchase,2026-01-17 12:00:00,Fulfilled,143.53
16623,1420,SIM Replacement,2025-08-24 03:00:00,Cancelled,952.46
16624,2012,Number Port Order,2026-04-07 13:00:00,Fulfilled,613.14
16625,1069,Plan Upgrade Order,2026-02-22 23:00:00,Cancelled,233.64
16626,1411,SIM Replacement,2026-07-15 20:00:00,Fulfilled,588.66
16627,1440,New Connection,2026-03-19 13:00:00,Fulfilled,955.71
16628,1027,Plan Upgrade Order,2025-10-19 05:00:00,Fulfilled,984.97
16629,2326,Number Port Order,2026-02-16 23:00:00,Fulfilled,669.02
16630,2687,Number Port Order,2025-09-29 12:00:00,Fulfilled,678.25
16631,1086,SIM Replacement,2026-05-29 13:00:00,Fulfilled,250.88
16632,1730,Device Purchase,2025-09-01 00:00:00,Fulfilled,29.79
16633,1401,Device Purchase,2026-03-07 05:00:00,Fulfilled,138.41
16634,1319,Device Purchase,2026-02-15 10:00:00,Pending,979.28
16635,1979,Device Purchase,2026-02-18 03:00:00,Pending,568.47
16636,2519,New Connection,2026-02-22 12:00:00,Pending,241.90
16637,1872,SIM Replacement,2026-04-17 08:00:00,Cancelled,987.69
16638,2492,New Connection,2026-07-30 11:00:00,Fulfilled,322.99
16639,1090,Plan Upgrade Order,2026-07-13 06:00:00,Fulfilled,343.35
16640,1131,New Connection,2025-08-30 10:00:00,Cancelled,816.13
16641,1199,Device Purchase,2025-11-14 08:00:00,Fulfilled,444.21
16642,1981,SIM Replacement,2026-05-11 17:00:00,Cancelled,862.33
16643,1710,Plan Upgrade Order,2026-04-01 16:00:00,Fulfilled,433.52
16644,2314,SIM Replacement,2026-08-05 13:00:00,Cancelled,743.11
16645,2637,SIM Replacement,2025-08-10 19:00:00,Fulfilled,210.17
16646,1378,Plan Upgrade Order,2026-05-29 14:00:00,Fulfilled,561.92
16647,1578,New Connection,2025-08-15 14:00:00,Fulfilled,914.79
16648,2439,Plan Upgrade Order,2025-10-27 14:00:00,Fulfilled,655.40
16649,2391,Number Port Order,2025-12-29 19:00:00,Fulfilled,179.10
16650,2525,Plan Upgrade Order,2026-06-04 02:00:00,Fulfilled,159.61
16651,1481,SIM Replacement,2026-05-10 13:00:00,Fulfilled,435.26
16652,2663,SIM Replacement,2025-08-16 07:00:00,Fulfilled,313.33
16653,2490,Plan Upgrade Order,2026-07-29 14:00:00,Fulfilled,972.35
16654,1438,Number Port Order,2025-08-26 02:00:00,Fulfilled,107.89
16655,1908,Number Port Order,2026-07-10 11:00:00,Pending,732.63
16656,2794,Device Purchase,2026-01-26 14:00:00,Fulfilled,107.68
16657,1070,Device Purchase,2026-02-06 01:00:00,Fulfilled,509.29
16658,1918,Device Purchase,2025-12-19 05:00:00,Fulfilled,84.49
16659,1537,Plan Upgrade Order,2026-02-06 01:00:00,Fulfilled,791.87
16660,1292,Number Port Order,2026-08-05 22:00:00,Fulfilled,441.46
16661,1232,Number Port Order,2026-07-02 01:00:00,Pending,987.66
16662,1147,Plan Upgrade Order,2025-11-17 20:00:00,Fulfilled,741.72
16663,1059,Number Port Order,2026-01-23 13:00:00,Fulfilled,254.35
16664,2781,SIM Replacement,2025-09-22 07:00:00,Pending,779.85
16665,1934,Plan Upgrade Order,2025-11-10 20:00:00,Pending,287.26
16666,2335,SIM Replacement,2025-10-31 11:00:00,Fulfilled,932.92
16667,1417,Number Port Order,2025-10-08 09:00:00,Pending,98.11
16668,2645,Number Port Order,2025-11-06 08:00:00,Cancelled,225.14
16669,2507,Number Port Order,2025-12-30 01:00:00,Fulfilled,363.32
16670,1765,SIM Replacement,2025-12-14 05:00:00,Pending,27.22
16671,1044,New Connection,2026-02-04 02:00:00,Fulfilled,21.04
16672,1049,Device Purchase,2025-12-23 15:00:00,Fulfilled,896.57
16673,2023,SIM Replacement,2026-01-22 10:00:00,Fulfilled,388.56
16674,1817,Device Purchase,2026-01-17 18:00:00,Fulfilled,507.69
16675,1962,New Connection,2026-06-16 07:00:00,Pending,175.42
16676,2130,SIM Replacement,2025-12-24 23:00:00,Fulfilled,739.49
16677,2374,Number Port Order,2025-11-01 21:00:00,Pending,648.49
16678,1988,Number Port Order,2025-12-24 16:00:00,Cancelled,537.41
16679,1483,New Connection,2026-03-24 17:00:00,Pending,317.13
16680,1883,Device Purchase,2026-03-21 21:00:00,Fulfilled,10.41
16681,1616,Plan Upgrade Order,2026-05-07 18:00:00,Fulfilled,489.39
16682,1603,Device Purchase,2025-10-24 07:00:00,Fulfilled,324.33
16683,1158,Number Port Order,2026-07-28 18:00:00,Fulfilled,570.53
16684,2642,Device Purchase,2026-05-11 07:00:00,Pending,16.58
16685,1621,Number Port Order,2026-02-26 16:00:00,Cancelled,63.80
16686,2071,Plan Upgrade Order,2026-01-07 16:00:00,Fulfilled,821.75
16687,1283,SIM Replacement,2026-02-03 23:00:00,Pending,962.11
16688,1361,Plan Upgrade Order,2026-06-19 18:00:00,Fulfilled,94.09
16689,2614,Plan Upgrade Order,2025-12-02 14:00:00,Fulfilled,472.38
16690,2003,New Connection,2026-05-06 12:00:00,Fulfilled,851.65
16691,1969,Plan Upgrade Order,2025-10-16 06:00:00,Pending,915.86
16692,1061,Number Port Order,2026-06-02 16:00:00,Fulfilled,917.89
16693,2469,Number Port Order,2025-10-30 00:00:00,Fulfilled,665.77
16694,2500,Plan Upgrade Order,2025-09-25 21:00:00,Fulfilled,748.78
16695,1100,Plan Upgrade Order,2026-01-30 10:00:00,Fulfilled,591.45
16696,1842,SIM Replacement,2025-10-15 21:00:00,Fulfilled,556.97
16697,2213,Plan Upgrade Order,2026-05-15 04:00:00,Fulfilled,399.34
16698,2120,SIM Replacement,2026-02-21 11:00:00,Pending,520.49
16699,2586,Device Purchase,2026-06-12 16:00:00,Cancelled,944.01
16700,1112,New Connection,2026-07-04 18:00:00,Fulfilled,922.83
16701,1878,Plan Upgrade Order,2026-04-11 18:00:00,Fulfilled,103.75
16702,1530,Device Purchase,2025-10-22 00:00:00,Fulfilled,89.39
16703,2429,SIM Replacement,2026-04-25 10:00:00,Pending,912.07
16704,2522,New Connection,2026-05-10 12:00:00,Fulfilled,155.09
16705,2708,New Connection,2026-03-07 09:00:00,Pending,472.39
16706,1976,New Connection,2025-10-27 12:00:00,Cancelled,41.70
16707,1322,Number Port Order,2026-08-07 03:00:00,Fulfilled,161.24
16708,1222,SIM Replacement,2026-02-22 22:00:00,Fulfilled,334.56
16709,1105,Number Port Order,2025-09-16 09:00:00,Fulfilled,390.10
16710,2377,SIM Replacement,2026-01-10 08:00:00,Fulfilled,381.82
16711,1770,Number Port Order,2025-12-19 02:00:00,Fulfilled,189.16
16712,2387,New Connection,2026-05-21 21:00:00,Pending,718.96
16713,2739,Plan Upgrade Order,2026-01-08 15:00:00,Cancelled,705.55
16714,1520,Plan Upgrade Order,2025-10-05 06:00:00,Fulfilled,344.57
16715,1274,Plan Upgrade Order,2025-12-24 01:00:00,Fulfilled,866.78
16716,1064,Device Purchase,2026-02-24 01:00:00,Fulfilled,252.50
16717,2052,Plan Upgrade Order,2026-02-20 20:00:00,Fulfilled,812.77
16718,2295,Number Port Order,2025-12-27 04:00:00,Fulfilled,693.91
16719,2476,Number Port Order,2025-08-23 06:00:00,Fulfilled,511.91
16720,1413,New Connection,2026-07-05 05:00:00,Fulfilled,542.91
16721,2123,SIM Replacement,2026-05-05 12:00:00,Fulfilled,269.31
16722,2375,Plan Upgrade Order,2025-10-05 03:00:00,Fulfilled,223.81
16723,2682,SIM Replacement,2026-03-05 00:00:00,Fulfilled,585.30
16724,1911,New Connection,2026-07-14 14:00:00,Fulfilled,64.59
16725,2592,Device Purchase,2025-09-25 23:00:00,Fulfilled,201.03
16726,1452,Plan Upgrade Order,2025-10-20 19:00:00,Fulfilled,595.38
16727,1165,Device Purchase,2025-12-16 23:00:00,Fulfilled,488.22
16728,1474,Plan Upgrade Order,2025-09-26 00:00:00,Fulfilled,867.90
16729,1320,Plan Upgrade Order,2026-04-27 19:00:00,Pending,893.64
16730,1341,Plan Upgrade Order,2025-11-17 02:00:00,Cancelled,660.00
16731,1700,Device Purchase,2026-07-05 20:00:00,Pending,698.60
16732,1505,SIM Replacement,2025-11-13 14:00:00,Fulfilled,641.29
16733,2742,New Connection,2025-12-11 15:00:00,Fulfilled,466.63
16734,1741,Plan Upgrade Order,2025-09-09 01:00:00,Cancelled,940.53
16735,2434,Plan Upgrade Order,2025-10-18 12:00:00,Fulfilled,611.89
16736,2310,Device Purchase,2026-04-28 20:00:00,Fulfilled,93.66
16737,1391,Plan Upgrade Order,2025-11-27 10:00:00,Fulfilled,944.86
16738,1849,Plan Upgrade Order,2026-05-03 03:00:00,Fulfilled,634.93
16739,1167,Number Port Order,2026-05-30 10:00:00,Fulfilled,896.96
16740,1213,New Connection,2025-11-27 13:00:00,Fulfilled,570.71
16741,2216,Number Port Order,2026-03-26 00:00:00,Pending,290.17
16742,1899,Plan Upgrade Order,2026-04-29 09:00:00,Pending,926.88
16743,1759,Plan Upgrade Order,2025-08-16 10:00:00,Fulfilled,949.70
16744,2809,Number Port Order,2026-01-20 10:00:00,Fulfilled,167.73
16745,1945,SIM Replacement,2026-03-31 14:00:00,Fulfilled,537.69
16746,1023,New Connection,2026-01-14 11:00:00,Pending,544.43
16747,1671,Number Port Order,2025-11-29 06:00:00,Fulfilled,598.82
16748,1305,Plan Upgrade Order,2025-10-25 02:00:00,Fulfilled,98.92
16749,2795,New Connection,2025-08-26 21:00:00,Fulfilled,499.41
16750,2379,Number Port Order,2025-10-15 16:00:00,Cancelled,581.37
16751,1226,New Connection,2026-06-12 17:00:00,Cancelled,237.21
